,Name,vCPU,"RAM, GB","HDD storage, GB","SSD storage, GB","Catalyst price per hour, INR (ex GST)","AWS price per hour, INR (ex GST)","Azure price per hour, INR (ex GST)"
62,m4.10xlarge,40.0,160.0,0.0,0.0,2.8165586722728206,181.3663325,2.8165586722728206
63,m6gd.2xlarge,8.0,32.0,0.0,475.0,0.635329664643309,0.0,0.635329664643309
64,m5zn.12xlarge,48.0,192.0,0.0,0.0,3.361865924180199,0.0,3.361865924180199
65,t4g.micro,2.0,1.0,0.0,0.0,0.1512483255245166,0.0,0.1512483255245166
66,t3.2xlarge,8.0,32.0,0.0,0.0,0.635329664643309,30.6436555392,0.635329664643309
67,m6gd.12xlarge,48.0,192.0,0.0,2850.0,3.361865924180199,0.0,3.361865924180199
69,t2.xlarge,4.0,16.0,0.0,0.0,0.36267603868962,16.946870108800002,0.36267603868962
70,t3.nano,2.0,0.5,0.0,0.0,0.14588397551106957,0.4788071178,0.14588397551106957
72,m5a.large,2.0,8.0,0.0,0.0,0.22634922571277552,7.835025563999999,0.22634922571277552
73,m5d.xlarge,4.0,16.0,0.0,150.0,0.36267603868962,20.603215372,0.36267603868962
74,m5zn.6xlarge,24.0,96.0,0.0,0.0,1.725944168458065,179.77030877400003,1.725944168458065
75,m5ad.2xlarge,8.0,32.0,0.0,300.0,0.635329664643309,0.0,0.635329664643309
76,a1.xlarge,4.0,8.0,0.0,0.0,0.276846438474467,9.6631981956,0.276846438474467
77,m5ad.16xlarge,64.0,256.0,0.0,2400.0,4.452480427994955,301.79357728,4.452480427994955
78,m6gd.xlarge,4.0,16.0,0.0,237.0,0.36267603868962,16.540609524,0.36267603868962
79,m5.4xlarge,16.0,64.0,0.0,0.0,1.180636916550687,0.0,1.180636916550687
80,m5ad.8xlarge,32.0,128.0,0.0,1200.0,2.271251420365443,0.0,2.271251420365443
81,m5zn.large,2.0,8.0,0.0,0.0,0.22634922571277552,14.9808590645,0.22634922571277552
82,t2.2xlarge,8.0,32.0,0.0,0.0,0.635329664643309,0.0,0.635329664643309
83,t2.xlarge,4.0,16.0,0.0,0.0,0.36267603868962,16.946870108800002,0.36267603868962
84,t2.nano,1.0,0.5,0.0,0.0,0.12063536913022382,0.0,0.12063536913022382
85,m6g.medium,1.0,4.0,0.0,0.0,0.15818581922435326,0.0,0.15818581922435326
86,m5.16xlarge,64.0,256.0,0.0,0.0,4.452480427994955,278.57868671999995,4.452480427994955
87,m6g.12xlarge,48.0,192.0,0.0,0.0,3.361865924180199,0.0,3.361865924180199
88,m5ad.16xlarge,64.0,256.0,0.0,2400.0,4.452480427994955,301.79357728,4.452480427994955
89,m6gd.16xlarge,64.0,256.0,0.0,3800.0,4.452480427994955,0.0,4.452480427994955
90,t2.nano,1.0,0.5,0.0,0.0,0.12063536913022382,0.5295896909000001,0.12063536913022382
91,t4g.small,2.0,2.0,0.0,0.0,0.16197702555141075,1.5379864996000001,0.16197702555141075
92,t3.large,2.0,8.0,0.0,0.0,0.22634922571277552,7.660913884799999,0.22634922571277552
93,t2.micro,1.0,1.0,0.0,0.0,0.1259997191436709,1.0591793818000002,0.1259997191436709
94,m6g.2xlarge,8.0,32.0,0.0,0.0,0.635329664643309,27.857868672,0.635329664643309
95,m4.16xlarge,64.0,256.0,0.0,0.0,4.452480427994955,290.186132,4.452480427994955
96,t3a.nano,2.0,0.5,0.0,0.0,0.14588397551106957,0.4280245447,0.14588397551106957
97,m5d.large,2.0,8.0,0.0,75.0,0.22634922571277552,0.0,0.22634922571277552
98,m6g.8xlarge,32.0,128.0,0.0,0.0,2.271251420365443,111.431474688,2.271251420365443
99,m5a.xlarge,4.0,16.0,0.0,0.0,0.36267603868962,15.670051127999999,0.36267603868962
100,m6gd.large,2.0,8.0,0.0,118.0,0.22634922571277552,8.270304762,0.22634922571277552
101,m5d.large,2.0,8.0,0.0,75.0,0.22634922571277552,10.301607686,0.22634922571277552
102,m5zn.6xlarge,24.0,96.0,0.0,0.0,1.725944168458065,179.77030877400003,1.725944168458065
103,t3a.nano,2.0,0.5,0.0,0.0,0.14588397551106957,0.0,0.14588397551106957
104,m5d.4xlarge,16.0,64.0,0.0,600.0,1.180636916550687,82.41286148799998,1.180636916550687
105,m5ad.4xlarge,16.0,64.0,0.0,600.0,1.180636916550687,75.44839432,1.180636916550687
106,t4g.micro,2.0,1.0,0.0,0.0,0.1512483255245166,0.7689932498000001,0.1512483255245166
107,t4g.medium,2.0,4.0,0.0,0.0,0.18343442560519901,0.0,0.18343442560519901
108,m6g.large,2.0,8.0,0.0,0.0,0.22634922571277552,6.964467168,0.22634922571277552
109,t3.large,2.0,8.0,0.0,0.0,0.22634922571277552,7.660913884799999,0.22634922571277552
110,t2.large,2.0,8.0,0.0,0.0,0.22634922571277552,8.473435054400001,0.22634922571277552
111,m4.xlarge,4.0,16.0,0.0,0.0,0.36267603868962,18.13663325,0.36267603868962
112,m6gd.medium,1.0,4.0,0.0,59.0,0.15818581922435326,4.135152381,0.15818581922435326
113,t4g.nano,2.0,0.5,0.0,0.0,0.14588397551106957,0.0,0.14588397551106957
114,m5zn.12xlarge,48.0,192.0,0.0,0.0,3.361865924180199,359.54061754800006,3.361865924180199
115,m6gd.xlarge,4.0,16.0,0.0,237.0,0.36267603868962,0.0,0.36267603868962
116,m6g.12xlarge,48.0,192.0,0.0,0.0,3.361865924180199,167.14721203199997,3.361865924180199
117,m5d.large,2.0,8.0,0.0,75.0,0.22634922571277552,10.301607686,0.22634922571277552
118,m6g.16xlarge,64.0,256.0,0.0,0.0,4.452480427994955,222.862949376,4.452480427994955
119,m6g.16xlarge,64.0,256.0,0.0,0.0,4.452480427994955,0.0,4.452480427994955
120,m5.large,2.0,8.0,0.0,0.0,0.22634922571277552,8.705583959999998,0.22634922571277552
121,m5d.12xlarge,48.0,192.0,0.0,1800.0,3.361865924180199,0.0,3.361865924180199
122,m5.8xlarge,32.0,128.0,0.0,0.0,2.271251420365443,139.28934335999998,2.271251420365443
123,t2.xlarge,4.0,16.0,0.0,0.0,0.36267603868962,0.0,0.36267603868962
124,m6gd.16xlarge,64.0,256.0,0.0,3800.0,4.452480427994955,264.649752384,4.452480427994955
125,m4.xlarge,4.0,16.0,0.0,0.0,0.36267603868962,18.13663325,0.36267603868962
126,t3.medium,2.0,4.0,0.0,0.0,0.18343442560519901,0.0,0.18343442560519901
127,m5d.12xlarge,48.0,192.0,0.0,1800.0,3.361865924180199,247.238584464,3.361865924180199
128,t3.2xlarge,8.0,32.0,0.0,0.0,0.635329664643309,30.6436555392,0.635329664643309
129,m5zn.2xlarge,8.0,32.0,0.0,0.0,0.635329664643309,0.0,0.635329664643309
130,m5d.8xlarge,32.0,128.0,0.0,1200.0,2.271251420365443,164.82572297599995,2.271251420365443
131,m5zn.3xlarge,12.0,48.0,0.0,0.0,0.907983290596998,0.0,0.907983290596998
132,m5ad.2xlarge,8.0,32.0,0.0,300.0,0.635329664643309,37.72419716,0.635329664643309
133,m5d.2xlarge,8.0,32.0,0.0,300.0,0.635329664643309,41.206430744,0.635329664643309
134,t4g.large,2.0,8.0,0.0,0.0,0.22634922571277552,6.1519459984000004,0.22634922571277552
136,m5d.xlarge,4.0,16.0,0.0,150.0,0.36267603868962,20.603215372,0.36267603868962
137,m5ad.8xlarge,32.0,128.0,0.0,1200.0,2.271251420365443,150.89678864,2.271251420365443
139,m5ad.12xlarge,48.0,192.0,0.0,1800.0,3.361865924180199,0.0,3.361865924180199
140,m6gd.medium,1.0,4.0,0.0,59.0,0.15818581922435326,4.135152381,0.15818581922435326
141,m4.4xlarge,16.0,64.0,0.0,0.0,1.180636916550687,0.0,1.180636916550687
142,m5a.large,2.0,8.0,0.0,0.0,0.22634922571277552,7.835025563999999,0.22634922571277552
143,t3.medium,2.0,4.0,0.0,0.0,0.18343442560519901,3.8304569424,0.18343442560519901
144,a1.medium,1.0,2.0,0.0,0.0,0.13672841917056502,2.4157995489,0.13672841917056502
145,a1.large,2.0,4.0,0.0,0.0,0.18343442560519901,4.8315990978,0.18343442560519901
146,a1.medium,1.0,2.0,0.0,0.0,0.13672841917056502,2.4157995489,0.13672841917056502
147,m6g.4xlarge,16.0,64.0,0.0,0.0,1.180636916550687,0.0,1.180636916550687
148,m6g.2xlarge,8.0,32.0,0.0,0.0,0.635329664643309,0.0,0.635329664643309
149,m5a.2xlarge,8.0,32.0,0.0,0.0,0.635329664643309,31.340102255999998,0.635329664643309
150,t3a.large,2.0,8.0,0.0,0.0,0.22634922571277552,6.891920635,0.22634922571277552
151,m5a.4xlarge,16.0,64.0,0.0,0.0,1.180636916550687,62.680204511999996,1.180636916550687
152,t3a.small,2.0,2.0,0.0,0.0,0.16197702555141075,1.7266074854,0.16197702555141075
153,m5a.12xlarge,48.0,192.0,0.0,0.0,3.361865924180199,188.040613536,3.361865924180199
154,m5zn.3xlarge,12.0,48.0,0.0,0.0,0.907983290596998,89.88515438700001,0.907983290596998
155,m6g.xlarge,4.0,16.0,0.0,0.0,0.36267603868962,13.928934336,0.36267603868962
157,m6g.large,2.0,8.0,0.0,0.0,0.22634922571277552,6.964467168,0.22634922571277552
158,m5d.2xlarge,8.0,32.0,0.0,300.0,0.635329664643309,41.206430744,0.635329664643309
159,t3.nano,2.0,0.5,0.0,0.0,0.14588397551106957,0.4788071178,0.14588397551106957
160,t3a.medium,2.0,4.0,0.0,0.0,0.18343442560519901,3.4459603175,0.18343442560519901
161,m5a.12xlarge,48.0,192.0,0.0,0.0,3.361865924180199,188.040613536,3.361865924180199
162,t3.micro,2.0,1.0,0.0,0.0,0.1512483255245166,0.0,0.1512483255245166
163,t3a.xlarge,4.0,16.0,0.0,0.0,0.36267603868962,13.791095923299999,0.36267603868962
164,m4.4xlarge,16.0,64.0,0.0,0.0,1.180636916550687,72.546533,1.180636916550687
165,t4g.nano,2.0,0.5,0.0,0.0,0.14588397551106957,0.38449662490000003,0.14588397551106957
166,t3a.nano,2.0,0.5,0.0,0.0,0.14588397551106957,0.4280245447,0.14588397551106957
167,t3a.micro,2.0,1.0,0.0,0.0,0.1512483255245166,0.8633037427,0.1512483255245166
168,m4.4xlarge,16.0,64.0,0.0,0.0,1.180636916550687,72.546533,1.180636916550687
169,t3a.large,2.0,8.0,0.0,0.0,0.22634922571277552,6.891920635,0.22634922571277552
170,t4g.xlarge,4.0,16.0,0.0,0.0,0.36267603868962,0.0,0.36267603868962
171,t3.small,2.0,2.0,0.0,0.0,0.16197702555141075,1.9152284712,0.16197702555141075
172,m6gd.xlarge,4.0,16.0,0.0,237.0,0.36267603868962,16.540609524,0.36267603868962
173,t4g.nano,2.0,0.5,0.0,0.0,0.14588397551106957,0.38449662490000003,0.14588397551106957
174,a1.2xlarge,8.0,16.0,0.0,0.0,0.46367046421300295,0.0,0.46367046421300295
175,m5d.12xlarge,48.0,192.0,0.0,1800.0,3.361865924180199,247.238584464,3.361865924180199
176,m4.2xlarge,8.0,32.0,0.0,0.0,0.635329664643309,36.2732665,0.635329664643309
178,a1.large,2.0,4.0,0.0,0.0,0.18343442560519901,0.0,0.18343442560519901
179,m5zn.large,2.0,8.0,0.0,0.0,0.22634922571277552,0.0,0.22634922571277552
180,t4g.micro,2.0,1.0,0.0,0.0,0.1512483255245166,0.7689932498000001,0.1512483255245166
181,a1.2xlarge,8.0,16.0,0.0,0.0,0.46367046421300295,19.3263963912,0.46367046421300295
182,t2.large,2.0,8.0,0.0,0.0,0.22634922571277552,0.0,0.22634922571277552
183,m5d.16xlarge,64.0,256.0,0.0,2400.0,4.452480427994955,0.0,4.452480427994955
184,t2.small,1.0,2.0,0.0,0.0,0.13672841917056502,2.1183587636000003,0.13672841917056502
185,m6g.medium,1.0,4.0,0.0,0.0,0.15818581922435326,3.482233584,0.15818581922435326
186,t2.medium,2.0,4.0,0.0,0.0,0.18343442560519901,4.236717527200001,0.18343442560519901
187,m5d.16xlarge,64.0,256.0,0.0,2400.0,4.452480427994955,329.651445952,4.452480427994955
189,m5zn.6xlarge,24.0,96.0,0.0,0.0,1.725944168458065,0.0,1.725944168458065
190,t3a.medium,2.0,4.0,0.0,0.0,0.18343442560519901,3.4459603175,0.18343442560519901
191,m5a.16xlarge,64.0,256.0,0.0,0.0,4.452480427994955,250.72081804799998,4.452480427994955
192,m5.12xlarge,48.0,192.0,0.0,0.0,3.361865924180199,208.93401504,3.361865924180199
193,m5d.2xlarge,8.0,32.0,0.0,300.0,0.635329664643309,0.0,0.635329664643309
194,a1.large,2.0,4.0,0.0,0.0,0.18343442560519901,4.8315990978,0.18343442560519901
195,m4.large,2.0,8.0,0.0,0.0,0.22634922571277552,9.068316625,0.22634922571277552
196,m4.16xlarge,64.0,256.0,0.0,0.0,4.452480427994955,290.186132,4.452480427994955
197,m5.16xlarge,64.0,256.0,0.0,0.0,4.452480427994955,0.0,4.452480427994955
198,m5d.8xlarge,32.0,128.0,0.0,1200.0,2.271251420365443,0.0,2.271251420365443
199,t3a.micro,2.0,1.0,0.0,0.0,0.1512483255245166,0.0,0.1512483255245166
200,m5zn.2xlarge,8.0,32.0,0.0,0.0,0.635329664643309,59.923436258,0.635329664643309
201,m5a.xlarge,4.0,16.0,0.0,0.0,0.36267603868962,0.0,0.36267603868962
202,a1.medium,1.0,2.0,0.0,0.0,0.13672841917056502,0.0,0.13672841917056502
203,t3.small,2.0,2.0,0.0,0.0,0.16197702555141075,1.9152284712,0.16197702555141075
204,m5.16xlarge,64.0,256.0,0.0,0.0,4.452480427994955,278.57868671999995,4.452480427994955
205,m6gd.8xlarge,32.0,128.0,0.0,1900.0,2.271251420365443,0.0,2.271251420365443
206,m6gd.4xlarge,16.0,64.0,0.0,950.0,1.180636916550687,0.0,1.180636916550687
208,m6g.12xlarge,48.0,192.0,0.0,0.0,3.361865924180199,167.14721203199997,3.361865924180199
209,m6gd.4xlarge,16.0,64.0,0.0,950.0,1.180636916550687,66.162438096,1.180636916550687
210,t3.nano,2.0,0.5,0.0,0.0,0.14588397551106957,0.0,0.14588397551106957
211,m5zn.xlarge,4.0,16.0,0.0,0.0,0.36267603868962,29.961718129,0.36267603868962
212,m4.2xlarge,8.0,32.0,0.0,0.0,0.635329664643309,36.2732665,0.635329664643309
213,t3.medium,2.0,4.0,0.0,0.0,0.18343442560519901,3.8304569424,0.18343442560519901
214,a1.4xlarge,16.0,32.0,0.0,0.0,0.8373185156900749,38.6527927824,0.8373185156900749
215,t3a.small,2.0,2.0,0.0,0.0,0.16197702555141075,0.0,0.16197702555141075
216,m6g.4xlarge,16.0,64.0,0.0,0.0,1.180636916550687,55.715737344,1.180636916550687
217,t2.medium,2.0,4.0,0.0,0.0,0.18343442560519901,4.236717527200001,0.18343442560519901
218,t2.small,1.0,2.0,0.0,0.0,0.13672841917056502,2.1183587636000003,0.13672841917056502
219,m6gd.12xlarge,48.0,192.0,0.0,2850.0,3.361865924180199,198.487314288,3.361865924180199
220,m5ad.12xlarge,48.0,192.0,0.0,1800.0,3.361865924180199,226.34518296,3.361865924180199
221,a1.xlarge,4.0,8.0,0.0,0.0,0.276846438474467,9.6631981956,0.276846438474467
222,m5ad.xlarge,4.0,16.0,0.0,150.0,0.36267603868962,0.0,0.36267603868962
223,m5a.2xlarge,8.0,32.0,0.0,0.0,0.635329664643309,31.340102255999998,0.635329664643309
224,t4g.2xlarge,8.0,32.0,0.0,0.0,0.635329664643309,0.0,0.635329664643309
225,m6g.4xlarge,16.0,64.0,0.0,0.0,1.180636916550687,55.715737344,1.180636916550687
226,t3.xlarge,4.0,16.0,0.0,0.0,0.36267603868962,0.0,0.36267603868962
227,m6gd.16xlarge,64.0,256.0,0.0,3800.0,4.452480427994955,264.649752384,4.452480427994955
228,t3a.medium,2.0,4.0,0.0,0.0,0.18343442560519901,0.0,0.18343442560519901
229,t2.nano,1.0,0.5,0.0,0.0,0.12063536913022382,0.5295896909000001,0.12063536913022382
230,t3a.2xlarge,8.0,32.0,0.0,0.0,0.635329664643309,0.0,0.635329664643309
231,t4g.xlarge,4.0,16.0,0.0,0.0,0.36267603868962,12.303891996800001,0.36267603868962
232,m5ad.2xlarge,8.0,32.0,0.0,300.0,0.635329664643309,37.72419716,0.635329664643309
233,m5ad.large,2.0,8.0,0.0,75.0,0.22634922571277552,0.0,0.22634922571277552
234,t3.2xlarge,8.0,32.0,0.0,0.0,0.635329664643309,0.0,0.635329664643309
235,m5a.4xlarge,16.0,64.0,0.0,0.0,1.180636916550687,0.0,1.180636916550687
236,m5a.16xlarge,64.0,256.0,0.0,0.0,4.452480427994955,0.0,4.452480427994955
237,m6g.8xlarge,32.0,128.0,0.0,0.0,2.271251420365443,0.0,2.271251420365443
238,m5ad.4xlarge,16.0,64.0,0.0,600.0,1.180636916550687,75.44839432,1.180636916550687
239,t4g.large,2.0,8.0,0.0,0.0,0.22634922571277552,6.1519459984000004,0.22634922571277552
240,t3a.xlarge,4.0,16.0,0.0,0.0,0.36267603868962,0.0,0.36267603868962
241,m5ad.4xlarge,16.0,64.0,0.0,600.0,1.180636916550687,0.0,1.180636916550687
242,m5.large,2.0,8.0,0.0,0.0,0.22634922571277552,8.705583959999998,0.22634922571277552
243,t2.2xlarge,8.0,32.0,0.0,0.0,0.635329664643309,33.893740217600005,0.635329664643309
245,m6g.large,2.0,8.0,0.0,0.0,0.22634922571277552,0.0,0.22634922571277552
246,m5.8xlarge,32.0,128.0,0.0,0.0,2.271251420365443,139.28934335999998,2.271251420365443
247,t2.small,1.0,2.0,0.0,0.0,0.13672841917056502,0.0,0.13672841917056502
248,m5a.2xlarge,8.0,32.0,0.0,0.0,0.635329664643309,0.0,0.635329664643309
249,m5d.4xlarge,16.0,64.0,0.0,600.0,1.180636916550687,82.41286148799998,1.180636916550687
250,t3a.large,2.0,8.0,0.0,0.0,0.22634922571277552,0.0,0.22634922571277552
252,t3a.xlarge,4.0,16.0,0.0,0.0,0.36267603868962,13.791095923299999,0.36267603868962
253,t3a.micro,2.0,1.0,0.0,0.0,0.1512483255245166,0.8633037427,0.1512483255245166
254,m5.xlarge,4.0,16.0,0.0,0.0,0.36267603868962,17.411167919999997,0.36267603868962
255,m5zn.xlarge,4.0,16.0,0.0,0.0,0.36267603868962,0.0,0.36267603868962
256,t2.2xlarge,8.0,32.0,0.0,0.0,0.635329664643309,33.893740217600005,0.635329664643309
257,m5.2xlarge,8.0,32.0,0.0,0.0,0.635329664643309,0.0,0.635329664643309
258,m6gd.12xlarge,48.0,192.0,0.0,2850.0,3.361865924180199,198.487314288,3.361865924180199
259,t3.xlarge,4.0,16.0,0.0,0.0,0.36267603868962,15.3218277696,0.36267603868962
260,m5zn.12xlarge,48.0,192.0,0.0,0.0,3.361865924180199,359.54061754800006,3.361865924180199
261,m5.12xlarge,48.0,192.0,0.0,0.0,3.361865924180199,0.0,3.361865924180199
262,m6g.medium,1.0,4.0,0.0,0.0,0.15818581922435326,3.482233584,0.15818581922435326
263,m5a.large,2.0,8.0,0.0,0.0,0.22634922571277552,0.0,0.22634922571277552
264,t4g.2xlarge,8.0,32.0,0.0,0.0,0.635329664643309,24.607783993600002,0.635329664643309
265,m5.4xlarge,16.0,64.0,0.0,0.0,1.180636916550687,69.64467167999999,1.180636916550687
266,a1.4xlarge,16.0,32.0,0.0,0.0,0.8373185156900749,0.0,0.8373185156900749
267,m5a.12xlarge,48.0,192.0,0.0,0.0,3.361865924180199,0.0,3.361865924180199
268,m5a.8xlarge,32.0,128.0,0.0,0.0,2.271251420365443,0.0,2.271251420365443
270,m6gd.2xlarge,8.0,32.0,0.0,475.0,0.635329664643309,33.081219048,0.635329664643309
271,m5ad.12xlarge,48.0,192.0,0.0,1800.0,3.361865924180199,226.34518296,3.361865924180199
272,m5.2xlarge,8.0,32.0,0.0,0.0,0.635329664643309,34.822335839999994,0.635329664643309
273,m5zn.2xlarge,8.0,32.0,0.0,0.0,0.635329664643309,59.923436258,0.635329664643309
274,t3.micro,2.0,1.0,0.0,0.0,0.1512483255245166,0.9576142356,0.1512483255245166
275,m6gd.8xlarge,32.0,128.0,0.0,1900.0,2.271251420365443,132.324876192,2.271251420365443
276,m5d.8xlarge,32.0,128.0,0.0,1200.0,2.271251420365443,164.82572297599995,2.271251420365443
277,m5a.4xlarge,16.0,64.0,0.0,0.0,1.180636916550687,62.680204511999996,1.180636916550687
278,m6g.16xlarge,64.0,256.0,0.0,0.0,4.452480427994955,222.862949376,4.452480427994955
